603,1,25.88,25.88,100,34.92
603,2,16,16,20,80
603,3,30,30,61.57,58.5
603,4,40,40,98.67,67.26
603,5,40,40,80,80
603,6,20,20,100,25
603,7,30,30,60,60
603,8,26.23,26.23,39.03,80
603,9,26.2,26.2,80,39.03
603,10,25.88,25.88,34.92,100
603,11,30,30,74,50.45
603,12,20,20,25,100
603,13,40,40,78,82.1
603,14,30,30,50.45,74
603,15,32.79,32.79,100,48.79
603,16,32.79,32.79,48.79,100
603,17,20.7,20.7,80,27.94
603,18,40,40,67.26,98.67
603,19,16,16,80,20
603,20,30,30,58.5,61.57
603,21,40,40,82.1,78
603,22,20.7,20.7,27.94,80
604,1,38.6,21.4,100,34.92
604,2,6.6,53.6,20,80
604,3,30,30,61.57,58.5
604,4,55,29.7,98.67,67.26
604,5,40,40,80,80
604,6,45,13.7,100,25
604,7,30,30,60,60
604,8,15.2,48.8,39.03,80
604,9,40,19.5,80,39.03
604,10,14.2,59.3,34.92,100
604,11,39.6,23.4,74,50.45
604,12,7.6,69.6,25,100
604,13,35,45.2,78,82.1
604,14,20.4,44,50.45,74
604,15,48.2,25.2,100,48.79
604,16,20.6,57.7,48.79,100
604,17,54.4,8.9,80,27.94
604,18,16.2,74.9,67.26,98.67
604,19,42.2,9.4,80,20
604,20,30,30,58.5,61.57
604,21,40,40,82.1,78
604,22,14,39.9,27.94,80
605,1,100,0,100,34.92
605,2,0,80,20,80
605,3,30,30,61.57,58.5
605,4,40,40,98.67,67.26
605,5,40,40,80,80
605,6,99.8,0,100,25
605,7,30,30,60,60
605,8,0,80,39.03,80
605,9,80,0,80,39.03
605,10,0,100,34.92,100
605,11,30,30,74,50.45
605,12,0,100,25,100
605,13,40,40,78,82.1
605,14,30,30,50.45,74
605,15,100,0,100,48.79
605,16,0,100,48.79,100
605,17,80,0,80,27.94
605,18,40,40,67.26,98.67
605,19,79.8,0,80,20
605,20,30,30,58.5,61.57
605,21,40,40,82.1,78
605,22,0,80,27.94,80
606,1,30,24.4,100,34.92
606,2,14,24,20,80
606,3,30,30,61.57,58.5
606,4,44.4,37,98.67,67.26
606,5,40,40,80,80
606,6,28,18,100,25
606,7,30,30,60,60
